City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
123,faya-largeau,17.9257,19.1043,68.18,24,0,15.12,TD,1703609870
127,mejit,10.2753,170.8646,81.01,84,36,24.16,MH,1703609871
129,nar'yan-mar,67.6713,53.087,16.11,89,100,10.0,RU,1703609872
130,dongola,19.1667,30.4833,68.27,28,0,10.94,SD,1703609873
131,happy valley-goose bay,53.3168,-60.3315,23.31,50,75,23.02,CA,1703609873
132,igarka,67.4667,86.5833,-4.09,95,89,7.9,RU,1703609873
134,beloyarskiy,63.7119,66.6722,28.15,93,100,12.8,RU,1703609875
136,tura,25.5198,90.2201,61.38,82,1,3.38,IN,1703609876
140,hobyo,5.3505,48.5268,79.61,81,27,21.65,SO,1703609876
145,lihue,21.9789,-159.3672,67.35,81,40,4.61,US,1703609879
147,badiyah,22.45,58.8,69.12,60,54,4.34,OM,1703609880
148,kodiak,57.79,-152.4072,26.11,93,75,5.75,US,1703609881
149,hirara,24.8,125.2833,64.26,77,100,6.91,JP,1703609881
152,fort bragg,35.139,-79.006,62.82,84,100,8.05,US,1703609883
153,lata,40.1629,-8.3327,56.8,85,6,2.37,PT,1703609883
154,yulinshi,38.2906,109.7494,12.47,90,21,1.83,CN,1703609884
155,petropavlovsk-kamchatsky,53.0452,158.6483,1.99,87,20,6.71,RU,1703609884
156,kitimat,54.0524,-128.6534,39.58,99,98,7.0,CA,1703609885
157,fort mcmurray,56.7268,-111.381,21.09,80,21,4.38,CA,1703609796
159,gumdag,39.2061,54.5906,51.06,89,5,6.6,TM,1703609888
161,puerto cabezas,14.0351,-83.3888,84.16,79,40,6.91,NI,1703609889
163,susuman,62.7833,148.1667,-41.57,100,98,1.1,RU,1703609890
164,jamestown,42.097,-79.2353,51.39,97,100,11.5,US,1703609650
165,mukalla,14.5425,49.1242,75.69,74,10,7.16,YE,1703609892
166,yuzhno-kurilsk,44.0306,145.8556,30.38,77,100,19.8,RU,1703609893
167,abong mbang,3.9833,13.1833,78.08,33,54,2.62,CM,1703609894
168,nepalgunj,28.05,81.6167,60.01,55,24,3.6,NP,1703609894
169,bordj el kiffan,36.7487,3.1925,59.77,56,2,4.65,DZ,1703609894
170,vadso,70.0744,29.7487,23.88,91,95,3.69,NO,1703609895
171,i-n-salah,27.1935,2.4607,71.24,12,89,7.99,DZ,1703609895
172,bo rai,12.5728,102.5371,71.26,66,92,5.21,TH,1703609895
173,krasnogvardeyskoye,45.8456,41.5186,46.58,76,97,16.37,RU,1703609895
174,beihai,21.4833,109.1,63.12,57,0,8.03,CN,1703609896
175,aquin,18.2833,-73.4,80.73,72,15,4.68,HT,1703609896
176,agueda,40.5772,-8.4444,56.43,77,10,1.01,PT,1703609896
177,ciudad lazaro cardenas,17.9583,-102.2,73.2,74,100,9.06,MX,1703609889
178,hamilton,39.1834,-84.5333,56.59,95,100,4.61,US,1703609709
179,udachny,66.4167,112.4,-13.56,75,100,3.69,RU,1703609897
180,pikeville,37.4793,-82.5188,63.32,89,100,4.61,US,1703609613
